side,entry_price,exit_price,pnl,balance,prob_up_entry
SHORT,94772.64,94560.78,0.9410415768785658,421.90297205240176,0.002896097721531987
SHORT,94541.31,94581.55,-0.17957626772244606,421.7233957846793,0.0005554346716962755
SHORT,96702.38,96280.0,1.8420180342152455,423.56541381889457,0.001665335614234209
SHORT,95796.58,96339.0,-2.398314759917763,421.1670990589768,0.001329116290435195
SHORT,95921.16,96193.35,-1.1951218343571375,419.9719772246197,0.0021120079327374697
SHORT,95917.03,96020.49,-0.4529988132833339,419.5189784113364,0.0005224882042966783
SHORT,96080.13,97298.54,-5.319998198234622,414.1989802131018,0.002445952035486698
SHORT,96585.34,94572.97,8.62989768231319,422.82887789541496,0.0044568367302417755
SHORT,94621.07,95002.52,-1.7045682898450154,421.1243096055699,0.002129647880792618
SHORT,93352.65,93861.89,-2.2972389474057886,418.82707065816413,0.0033090210054069757
SHORT,93783.0,93986.74,-0.9098858788468742,417.91718477931727,0.0017716906731948256
SHORT,92680.52,92538.03,0.6425192657443759,418.55970404506166,0.0048272814601659775
SHORT,93964.0,94583.99,-2.761726096280492,415.7979779487812,0.002231304068118334
SHORT,93928.98,92871.23,4.682370778170102,420.48034872695126,0.0012607354437932372
SHORT,92784.75,92840.25,-0.2515139541179527,420.2288347728333,0.017687220126390457
SHORT,92813.02,94097.36,-5.815096865204251,414.41373790762907,0.0013403536286205053
SHORT,93718.73,94401.14,-3.0175406654096264,411.39619724221944,0.00558202899992466
SHORT,93825.86,93888.31,-0.27382314979873756,411.1223740924207,0.0022937252651900053
SHORT,99979.69,97119.6,11.76085853954927,422.88323263197,0.0001933934399858117
SHORT,97164.0,96109.35,4.590113635660378,427.47334626763035,0.0003316894581075758
SHORT,95945.99,95561.77,1.7118360976102196,429.18518236524056,0.0011117163812741637
SHORT,95346.72,94030.82,5.923274355682273,435.10845672092285,0.0020908555015921593
SHORT,94387.37,94759.29,-1.7144829570274653,433.39397376389536,0.010127538815140724
SHORT,94785.75,94805.56,-0.0905783265972129,433.30339543729815,0.0014277527807280421
SHORT,94776.99,93640.16,5.197382814488884,438.50077825178704,0.0025652325712144375
SHORT,93300.76,92863.8,2.0536520824149544,440.554430334202,0.00436456548050046
SHORT,92954.54,93920.0,-4.575760154484764,435.9786701797172,0.008568605408072472
SHORT,94244.02,92183.46,9.532278107677492,445.5109482873947,0.004244782496243715
SHORT,92277.94,92592.77,-1.5199755418177014,443.990972745577,0.015603805892169476
SHORT,92456.32,93113.97,-3.1581471469567983,440.83282559862016,0.007387039717286825
SHORT,93102.52,93837.69,-3.4809698856200195,437.35185571300013,0.0013450230471789837
SHORT,93744.08,94811.12,-4.978148210745665,432.3737075022545,0.0005461421678774059
SHORT,93548.0,94409.6,-3.982267781074386,428.3914397211801,0.011023865081369877
SHORT,94295.2,93269.55,4.659618730858238,433.0510584520384,0.007841055281460285
SHORT,94104.01,94363.64,-1.194774232319164,431.8562842197192,0.027705103158950806
SHORT,94218.01,94807.18,-2.700510942374306,429.1557732773449,0.00438893074169755
SHORT,94334.39,91833.03,11.379445873821961,440.53521915116687,0.000996992806904018
SHORT,92397.73,92043.02,1.691191413307524,442.2264105644744,0.007807816378772259
SHORT,91717.09,92965.1,-6.017449775702384,436.208960788772,0.01616017147898674
SHORT,97618.89,98414.57,-3.555487528288998,432.653473260483,0.0016865836223587394
SHORT,103684.44,101331.57,9.81803419713111,442.4715074576141,0.0001174060016637668
SHORT,101408.0,100692.82,3.1205306554071943,445.5920381130213,0.0010507932165637612
SHORT,101016.41,101926.42,-4.014132066297252,441.5779060467241,0.00020932011830154806
SHORT,101795.9,102485.74,-2.9924398006921322,438.58546624603196,0.00015463208546862006
SHORT,102480.01,104689.49,-9.455949662390548,429.1295165836414,1.7068608940462582e-05
SHORT,104513.09,105620.01,-4.545000482683672,424.5845161009577,2.6807932954397984e-05
SHORT,104231.73,102963.32,5.166826321194262,429.751342422152,0.0005815459880977869
SHORT,103923.06,103400.0,2.1630015240826324,431.9143439462346,0.005513165146112442
SHORT,103608.0,102149.1,6.081768168318645,437.9961121145533,2.4435743398498744e-05
SHORT,100480.0,101242.68,-3.3245509035382512,434.67156121101505,0.0017712825210765004
SHORT,101498.24,102386.01,-3.8019218057012147,430.8696394053138,0.0010377907892689109
SHORT,102428.14,102898.0,-1.9764920926122411,428.89314731270156,0.0008935881778597832
SHORT,103061.27,102176.04,3.6839161869015205,432.57706349960307,0.00025938614271581173
SHORT,102373.32,103182.64,-3.4197705909263734,429.1572929086767,4.032429933431558e-05
SHORT,102996.01,103863.42,-3.6142694017168044,425.5430235069599,1.0747256965260021e-05
SHORT,103758.61,103943.0,-0.7562348619015622,424.7867886450583,8.600130240665749e-05
SHORT,104620.0,104949.99,-1.3398527278243684,423.44693591723393,6.6493789745436516e-06
SHORT,104387.02,104265.98,0.49099990710938207,423.9379358243433,2.374886389588937e-05
SHORT,104426.0,102889.95,6.235897825474374,430.17383364981765,1.2738556506519672e-05
SHORT,102857.24,102164.9,2.895533187446194,433.06936683726383,1.932745180965867e-05
SHORT,102512.28,104940.95,-10.260064249440745,422.8093025878231,1.8374179489910603e-05
SHORT,103537.99,105041.55,-6.139960366228341,416.6693422215947,0.001128951902501285
SHORT,103770.04,104846.04,-4.320478359943152,412.3488638616516,4.510124563239515e-05
SHORT,103284.48,103658.15,-1.4918252961062661,410.85703856554534,0.00037319440161809325
SHORT,103831.13,104110.82,-1.1067259415976518,409.7503126239477,9.972675798053388e-06
SHORT,104777.25,105076.01,-1.168354804115662,408.58195781983204,5.7120028031931724e-06
SHORT,102987.28,101816.79,4.643690908319344,413.2256487281514,4.407177766552195e-05
SHORT,101491.82,99158.54,9.499988685437177,422.7256374135886,6.925861089257523e-05
SHORT,99048.02,99761.99,-3.0471424198502772,419.6784949937383,0.0022510772105306387
SHORT,100619.68,101628.22,-4.206558292979922,415.47193670075836,0.0001542059617349878
SHORT,100882.99,101224.0,-1.4044001385597695,414.0675365621986,0.00031052346457727253
SHORT,101920.89,100351.68,6.375129956663169,420.44266651886176,0.00022121466463431716
SHORT,100944.51,102295.12,-5.6254081556990245,414.81725836316275,5.791543298983015e-05
SHORT,101672.55,101993.52,-1.3095363047039221,413.50772205845885,9.193600999424234e-05
SHORT,101739.95,102290.25,-2.2366169773896214,411.2711050810692,7.734565588179976e-05
SHORT,101962.98,102937.33,-3.930073456422558,407.34103162464663,3.846685285679996e-05
SHORT,102267.4,103035.9,-3.0610104764914454,404.2800211481552,7.591793109895661e-05
SHORT,102205.79,101265.63,3.7188490464448756,407.99887019460004,5.591855733655393e-05
SHORT,101229.54,101768.81,-2.1734915591816684,405.82537863541836,0.00013754246174357831
SHORT,101702.59,102523.08,-3.2740136206617154,402.55136501475664,2.0361669157864526e-05
SHORT,102029.93,102754.76,-2.859761894413209,399.6916031203434,1.4354276572703384e-05
SHORT,102048.0,103448.29,-5.484518608237157,394.20708451210623,4.362698382465169e-05
SHORT,104018.68,102473.48,5.855955747449476,400.0630402595557,1.5208595868898556e-05
SHORT,102261.3,101150.47,4.345749829226931,404.4087900887826,2.2218155208975077e-05
SHORT,101250.38,100239.99,4.035645075285668,408.4444351640683,3.8759557355660945e-05
SHORT,100259.53,99272.12,4.022581391767484,412.46701655583576,6.018977001076564e-05
SHORT,99421.99,98346.3,4.46266107768462,416.9296776335204,0.00015125409117899835
SHORT,98273.16,97509.53,3.2397453153158744,420.16942294883626,0.0007859834586270154
SHORT,97409.03,97994.46,-2.5252256929048706,417.6441972559314,0.0005583452875725925
SHORT,97719.17,96511.33,5.162215020999512,422.80641227693087,0.0008594433311372995
SHORT,95782.01,94348.08,6.329735602293774,429.13614787922467,0.01276683621108532
SHORT,94436.0,93587.99,3.853527730558885,432.98967560978355,0.013832710683345795
SHORT,93619.36,94439.78,-3.794443688397126,429.19523192138644,0.007401714567095041
SHORT,94006.01,95333.01,-6.058570859029953,423.1366610623565,0.009242967702448368
SHORT,95400.0,95800.02,-1.7742466159136854,421.3624144464428,0.0023498099762946367
SHORT,95880.57,95352.71,2.31976472490412,423.68217917134695,0.0009125632350333035
SHORT,94664.51,96150.84,-6.65224521172457,417.0299339596224,0.005964881740510464
SHORT,96589.5,98339.99,-7.557826980127017,409.4721069794954,0.005188450217247009
SHORT,98839.5,98637.06,0.8386680763958705,410.31077505589127,0.0002773455053102225
SHORT,98696.95,99267.45,-2.371727770406121,407.9390472854852,0.00035696025588549674
SHORT,98683.4,100147.6,-6.052733823879302,401.8863134616059,0.0001324904733337462
SHORT,98878.74,99964.0,-4.410969845968303,397.4753436156376,0.0004894653102383018
SHORT,98859.77,97691.2,4.698349614700996,402.1736932303386,0.001697643892839551
SHORT,97896.65,98274.01,-1.5502498285426682,400.6234434017959,0.0010441566118970513
SHORT,98484.17,98200.01,1.1559335645216404,401.77937696631756,0.00013258500257506967
SHORT,98040.0,98110.01,-0.28690916137709055,401.4924678049405,0.00020438760111574084
SHORT,97888.09,98735.36,-3.4751165662451093,398.01735123869537,0.00026749097742140293
SHORT,98292.27,97585.7,2.8611316013429042,400.87848284003826,0.0001734870602376759
SHORT,97634.0,97217.97,1.7081905403439503,402.5866733803822,0.0003966510121244937
SHORT,97024.77,97755.02,-3.030039836590408,399.5566335437918,0.0003637384797912091
SHORT,97835.98,96815.21,4.168767204278935,403.72540074807074,0.0001617093221284449
SHORT,96926.63,96959.99,-0.138953344080526,403.58644740399023,0.0004219539987388998
SHORT,96600.0,97404.01,-3.3590842606343694,400.2273631433559,0.0008490223553963006
SHORT,97267.18,97632.91,-1.5048771180826284,398.72248602527327,0.0002808694844134152
SHORT,97436.0,96506.8,3.802423478125976,402.5249095033993,0.0012704820837825537
SHORT,96441.6,96475.0,-0.13940386697660792,402.38550563642264,0.00027663775836117566
SHORT,95173.78,96400.01,-5.184381439683782,397.2011241967389,0.002681967569515109
SHORT,95831.64,96946.65,-4.621471838430455,392.5796523583084,0.003246414242312312
SHORT,96474.01,96382.14,0.3738446516544314,392.95349700996286,0.0006430577486753464
SHORT,96974.49,97735.32,-3.0829840830314152,389.87051292693144,0.00036738914786837995
SHORT,96852.54,96254.38,2.407835106981906,392.27834803391335,0.0005429174634627998
SHORT,96390.23,96079.68,1.2638422066420292,393.5421902405554,0.0003652554005384445
SHORT,94520.37,95542.0,-4.25362816306645,389.28856207748896,0.013639510609209538
SHORT,95628.91,95816.18,-0.7623434066146703,388.5262186708743,0.01549694687128067
SHORT,95363.45,96986.14,-6.611103203324143,381.91511546755015,0.004334410652518272
SHORT,95981.17,96270.05,-1.149471699045417,380.76564376850473,0.0003130041004624218
SHORT,95868.43,96489.07,-2.465028259547921,378.3006155089568,0.0007535136537626386
SHORT,96424.39,97129.98,-2.768232511473115,375.5323829974837,0.0003852964728139341
SHORT,96428.01,97658.7,-4.792839222039036,370.73954377544464,0.0008326461538672447
SHORT,95536.83,94444.0,4.240828334204924,374.9803721096496,0.0010739859426394105
SHORT,94225.49,95159.77,-3.718066757250114,371.26230535239944,0.002462507924064994
SHORT,95159.1,95671.74,-2.00005998602187,369.26224536637756,0.0029229007195681334
SHORT,95584.0,95870.68,-1.1075085840897108,368.15473678228784,0.000423606630647555
SHORT,95670.54,96401.68,-2.813537524205466,365.3411992580824,0.0006394454976543784
SHORT,97600.6,98587.99,-3.6960248885297835,361.6451743695526,0.0009972056141123176
